TOPIC	ITERATION	DOCUMENT	RELEVANCY
353_narrative_title	0	FT911-2003	0
353_narrative_title	0	FT911-2004	0
353_narrative_title	0	FT911-2006	0
353_narrative_title	0	FT911-2010	0
353_narrative_title	0	FT911-2011	0
353_narrative_title	0	FT911-2013	0
353_narrative_title	0	FT911-2014	0
353_narrative_title	0	FT911-2016	0
353_narrative_title	0	FT911-2021	0
353_narrative_title	0	FT911-2022	0
353_narrative_title	0	FT911-2031	0
353_narrative_title	0	FT911-2059	0
353_narrative_title	0	FT911-2072	0
353_narrative_title	0	FT911-2073	0
353_narrative_title	0	FT911-2077	0
353_narrative_title	0	FT911-2081	0
353_narrative_title	0	FT911-2091	0
353_narrative_title	0	FT911-2092	0
353_narrative_title	0	FT911-2096	0
353_narrative_title	0	FT911-2097	0
353_narrative_title	0	FT911-2098	0
353_narrative_title	0	FT911-2104	0
353_narrative_title	0	FT911-2105	0
353_narrative_title	0	FT911-2111	0
353_narrative_title	0	FT911-2113	0
353_narrative_title	0	FT911-2127	0
353_narrative_title	0	FT911-2133	0
353_narrative_title	0	FT911-2139	0
353_narrative_title	0	FT911-2153	0
353_narrative_title	0	FT911-2156	0
353_narrative_title	0	FT911-2161	0
353_narrative_title	0	FT911-2168	0
353_narrative_title	0	FT911-2200	0
353_narrative_title	0	FT911-2212	0
353_narrative_title	0	FT911-2233	0
353_narrative_title	0	FT911-2236	0
353_narrative_title	0	FT911-2243	0
353_narrative_title	0	FT911-2245	0
353_narrative_title	0	FT911-2247	0
353_narrative_title	0	FT911-2256	0
353_narrative_title	0	FT911-2258	0
353_narrative_title	0	FT911-2291	0
353_narrative_title	0	FT911-2296	0
353_narrative_title	0	FT911-2311	0
353_narrative_title	0	FT911-2318	0
353_narrative_title	0	FT911-2323	0
353_narrative_title	0	FT911-2330	0
353_narrative_title	0	FT911-2340	0
353_narrative_title	0	FT911-2347	0
353_narrative_title	0	FT911-2353	0
353_narrative_title	0	FT911-2354	0
353_narrative_title	0	FT911-2355	0
353_narrative_title	0	FT911-2362	0
353_narrative_title	0	FT911-2363	0
353_narrative_title	0	FT911-2365	0
353_narrative_title	0	FT911-2370	0
353_narrative_title	0	FT911-2382	0
353_narrative_title	0	FT911-2397	0
353_narrative_title	0	FT911-2418	0
353_narrative_title	0	FT911-2428	0
353_narrative_title	0	FT911-2433	0
353_narrative_title	0	FT911-2471	0
353_narrative_title	0	FT911-2481	0
353_narrative_title	0	FT911-2483	0
353_narrative_title	0	FT911-2487	0
353_narrative_title	0	FT911-2489	0
353_narrative_title	0	FT911-2491	0
353_narrative_title	0	FT911-2495	0
353_narrative_title	0	FT911-2496	0
353_narrative_title	0	FT911-2497	0
353_narrative_title	0	FT911-2498	0
353_narrative_title	0	FT911-2499	0
353_narrative_title	0	FT911-2500	0
353_narrative_title	0	FT911-2502	0
353_narrative_title	0	FT911-2524	0
353_narrative_title	0	FT911-2527	0
353_narrative_title	0	FT911-2529	0
353_narrative_title	0	FT911-2562	0
353_narrative_title	0	FT911-2566	0
353_narrative_title	0	FT911-2567	0
353_narrative_title	0	FT911-2575	0
353_narrative_title	0	FT911-2631	0
353_narrative_title	0	FT911-2633	0
353_narrative_title	0	FT911-2634	0
353_narrative_title	0	FT911-2640	0
353_narrative_title	0	FT911-2685	0
353_narrative_title	0	FT911-2704	0
353_narrative_title	0	FT911-2726	0
353_narrative_title	0	FT911-2728	0
353_narrative_title	0	FT911-2732	0
353_narrative_title	0	FT911-2744	0
353_narrative_title	0	FT911-2749	0
353_narrative_title	0	FT911-2754	0
353_narrative_title	0	FT911-2759	0
353_narrative_title	0	FT911-2766	0
353_narrative_title	0	FT911-2781	0
353_narrative_title	0	FT911-2783	0
353_narrative_title	0	FT911-2791	0
353_narrative_title	0	FT911-2797	0
353_narrative_title	0	FT911-2817	0
353_narrative_title	0	FT911-2821	0
353_narrative_title	0	FT911-2824	0
353_narrative_title	0	FT911-2825	0
353_narrative_title	0	FT911-2832	0
353_narrative_title	0	FT911-2856	0
353_narrative_title	0	FT911-2860	0
353_narrative_title	0	FT911-2869	0
353_narrative_title	0	FT911-2871	0
353_narrative_title	0	FT911-2872	0
353_narrative_title	0	FT911-2877	0
353_narrative_title	0	FT911-2878	0
353_narrative_title	0	FT911-2913	0
353_narrative_title	0	FT911-2919	0
353_narrative_title	0	FT911-2924	0
353_narrative_title	0	FT911-2925	0
353_narrative_title	0	FT911-2926	0
353_narrative_title	0	FT911-2927	0
353_narrative_title	0	FT911-2928	0
353_narrative_title	0	FT911-2930	0
353_narrative_title	0	FT911-2931	0
353_narrative_title	0	FT911-2933	0
353_narrative_title	0	FT911-2944	0
353_narrative_title	0	FT911-2975	0
353_narrative_title	0	FT911-2976	0
353_narrative_title	0	FT911-3005	0
353_narrative_title	0	FT911-3030	0
353_narrative_title	0	FT911-3041	0
353_narrative_title	0	FT911-3049	0
353_narrative_title	0	FT911-3051	0
353_narrative_title	0	FT911-3055	0
353_narrative_title	0	FT911-3056	0
353_narrative_title	0	FT911-3059	0
353_narrative_title	0	FT911-3061	0
353_narrative_title	0	FT911-3064	0
353_narrative_title	0	FT911-3069	0
353_narrative_title	0	FT911-3073	0
353_narrative_title	0	FT911-3081	0
353_narrative_title	0	FT911-3082	0
353_narrative_title	0	FT911-3083	0
353_narrative_title	0	FT911-3085	0
353_narrative_title	0	FT911-3088	0
353_narrative_title	0	FT911-3091	0
353_narrative_title	0	FT911-3101	0
353_narrative_title	0	FT911-3120	0
353_narrative_title	0	FT911-3131	0
353_narrative_title	0	FT911-3139	0
353_narrative_title	0	FT911-3160	0
353_narrative_title	0	FT911-3195	0
353_narrative_title	0	FT911-3197	0
353_narrative_title	0	FT911-3199	0
353_narrative_title	0	FT911-3200	0
353_narrative_title	0	FT911-3201	0
353_narrative_title	0	FT911-3203	0
353_narrative_title	0	FT911-3204	0
353_narrative_title	0	FT911-3205	0
353_narrative_title	0	FT911-3207	0
353_narrative_title	0	FT911-3208	0
353_narrative_title	0	FT911-3211	0
353_narrative_title	0	FT911-3213	0
353_narrative_title	0	FT911-3216	0
353_narrative_title	0	FT911-3219	0
353_narrative_title	0	FT911-3228	0
353_narrative_title	0	FT911-3237	0
353_narrative_title	0	FT911-3297	0
353_narrative_title	0	FT911-3306	0
353_narrative_title	0	FT911-3308	0
353_narrative_title	0	FT911-3316	0
353_narrative_title	0	FT911-3324	0
353_narrative_title	0	FT911-3326	0
353_narrative_title	0	FT911-3334	0
353_narrative_title	0	FT911-3341	0
353_narrative_title	0	FT911-3342	0
353_narrative_title	0	FT911-3343	0
353_narrative_title	0	FT911-3346	0
353_narrative_title	0	FT911-3362	0
353_narrative_title	0	FT911-3400	0
353_narrative_title	0	FT911-3420	0
353_narrative_title	0	FT911-3471	0
353_narrative_title	0	FT911-3475	0
353_narrative_title	0	FT911-3476	0
353_narrative_title	0	FT911-3481	0
353_narrative_title	0	FT911-3486	0
353_narrative_title	0	FT911-3487	0
353_narrative_title	0	FT911-3499	0
353_narrative_title	0	FT911-3501	0
353_narrative_title	0	FT911-3508	0
353_narrative_title	0	FT911-3511	0
353_narrative_title	0	FT911-3537	0
353_narrative_title	0	FT911-3543	0
353_narrative_title	0	FT911-3544	0
353_narrative_title	0	FT911-3547	0
353_narrative_title	0	FT911-3551	0
353_narrative_title	0	FT911-3553	0
353_narrative_title	0	FT911-3582	0
353_narrative_title	0	FT911-3583	0
353_narrative_title	0	FT911-3586	0
353_narrative_title	0	FT911-3590	0
353_narrative_title	0	FT911-3591	0
353_narrative_title	0	FT911-3594	0
353_narrative_title	0	FT911-3599	0
353_narrative_title	0	FT911-3601	0
353_narrative_title	0	FT911-3605	0
353_narrative_title	0	FT911-3608	0
353_narrative_title	0	FT911-3610	0
353_narrative_title	0	FT911-3611	0
353_narrative_title	0	FT911-3612	0
353_narrative_title	0	FT911-3616	0
353_narrative_title	0	FT911-3620	0
353_narrative_title	0	FT911-3621	0
353_narrative_title	0	FT911-3648	0
353_narrative_title	0	FT911-3652	0
353_narrative_title	0	FT911-3658	0
353_narrative_title	0	FT911-3666	0
353_narrative_title	0	FT911-3667	0
353_narrative_title	0	FT911-3673	0
353_narrative_title	0	FT911-3675	0
353_narrative_title	0	FT911-3682	0
353_narrative_title	0	FT911-3702	0
353_narrative_title	0	FT911-3705	0
353_narrative_title	0	FT911-3707	0
353_narrative_title	0	FT911-3708	0
353_narrative_title	0	FT911-3709	0
353_narrative_title	0	FT911-3710	0
353_narrative_title	0	FT911-3712	0
353_narrative_title	0	FT911-3740	0
353_narrative_title	0	FT911-3743	0
353_narrative_title	0	FT911-3744	0
353_narrative_title	0	FT911-3750	0
353_narrative_title	0	FT911-3768	0
353_narrative_title	0	FT911-3775	0
353_narrative_title	0	FT911-3784	0
353_narrative_title	0	FT911-3797	0
353_narrative_title	0	FT911-3807	0
353_narrative_title	0	FT911-3810	0
353_narrative_title	0	FT911-3813	0
353_narrative_title	0	FT911-3817	0
353_narrative_title	0	FT911-3824	0
353_narrative_title	0	FT911-3829	0
353_narrative_title	0	FT911-3835	0
353_narrative_title	0	FT911-3838	0
353_narrative_title	0	FT911-3846	0
353_narrative_title	0	FT911-3860	0
353_narrative_title	0	FT911-3861	0
353_narrative_title	0	FT911-3862	0
353_narrative_title	0	FT911-3884	0
353_narrative_title	0	FT911-3893	0
353_narrative_title	0	FT911-3894	0
353_narrative_title	0	FT911-3904	0
353_narrative_title	0	FT911-3980	0
353_narrative_title	0	FT911-3984	0
353_narrative_title	0	FT911-3989	0
353_narrative_title	0	FT911-3992	0
353_narrative_title	0	FT911-4006	0
353_narrative_title	0	FT911-4022	0
353_narrative_title	0	FT911-4023	0
353_narrative_title	0	FT911-4028	0
353_narrative_title	0	FT911-4029	0
353_narrative_title	0	FT911-4030	0
353_narrative_title	0	FT911-4039	0
353_narrative_title	0	FT911-4063	0
353_narrative_title	0	FT911-4071	0
353_narrative_title	0	FT911-4073	0
353_narrative_title	0	FT911-4077	0
353_narrative_title	0	FT911-4094	0
353_narrative_title	0	FT911-4099	0
353_narrative_title	0	FT911-4106	0
353_narrative_title	0	FT911-4130	0
353_narrative_title	0	FT911-4148	0
353_narrative_title	0	FT911-4158	0
353_narrative_title	0	FT911-4186	0
353_narrative_title	0	FT911-4187	0
353_narrative_title	0	FT911-4198	0
353_narrative_title	0	FT911-4205	0
353_narrative_title	0	FT911-4206	0
353_narrative_title	0	FT911-4210	0
353_narrative_title	0	FT911-4211	0
353_narrative_title	0	FT911-4231	0
353_narrative_title	0	FT911-4232	0
353_narrative_title	0	FT911-4234	0
353_narrative_title	0	FT911-4236	0
353_narrative_title	0	FT911-4237	0
353_narrative_title	0	FT911-4245	0
353_narrative_title	0	FT911-4248	0
353_narrative_title	0	FT911-4249	0
353_narrative_title	0	FT911-4252	0
353_narrative_title	0	FT911-4254	0
353_narrative_title	0	FT911-4259	0
353_narrative_title	0	FT911-4292	0
353_narrative_title	0	FT911-4294	0
353_narrative_title	0	FT911-4295	0
353_narrative_title	0	FT911-4296	0
353_narrative_title	0	FT911-4297	0
353_narrative_title	0	FT911-4298	0
353_narrative_title	0	FT911-4300	0
353_narrative_title	0	FT911-4302	0
353_narrative_title	0	FT911-4305	0
353_narrative_title	0	FT911-4306	0
353_narrative_title	0	FT911-4307	0
353_narrative_title	0	FT911-4308	0
353_narrative_title	0	FT911-4324	0
353_narrative_title	0	FT911-4337	0
353_narrative_title	0	FT911-4343	0
353_narrative_title	0	FT911-4350	0
353_narrative_title	0	FT911-4394	0
353_narrative_title	0	FT911-4407	0
353_narrative_title	0	FT911-4410	0
353_narrative_title	0	FT911-4412	0
353_narrative_title	0	FT911-4414	0
353_narrative_title	0	FT911-4417	0
353_narrative_title	0	FT911-4418	0
353_narrative_title	0	FT911-4419	0
353_narrative_title	0	FT911-4424	0
353_narrative_title	0	FT911-4426	0
353_narrative_title	0	FT911-4428	0
353_narrative_title	0	FT911-4433	0
353_narrative_title	0	FT911-4435	0
353_narrative_title	0	FT911-4445	0
353_narrative_title	0	FT911-4455	0
353_narrative_title	0	FT911-4472	0
353_narrative_title	0	FT911-4498	0
353_narrative_title	0	FT911-4502	0
353_narrative_title	0	FT911-4504	0
353_narrative_title	0	FT911-4534	0
353_narrative_title	0	FT911-4535	0
353_narrative_title	0	FT911-4538	0
353_narrative_title	0	FT911-4539	0
353_narrative_title	0	FT911-4540	0
353_narrative_title	0	FT911-4542	0
353_narrative_title	0	FT911-4545	0
353_narrative_title	0	FT911-4546	0
353_narrative_title	0	FT911-4547	0
353_narrative_title	0	FT911-4556	0
353_narrative_title	0	FT911-4594	0
353_narrative_title	0	FT911-4609	0
353_narrative_title	0	FT911-4610	0
353_narrative_title	0	FT911-4617	0
353_narrative_title	0	FT911-4626	0
353_narrative_title	0	FT911-4672	0
353_narrative_title	0	FT911-4681	0
353_narrative_title	0	FT911-4688	0
353_narrative_title	0	FT911-4689	0
353_narrative_title	0	FT911-4690	0
353_narrative_title	0	FT911-4691	0
353_narrative_title	0	FT911-4693	0
353_narrative_title	0	FT911-4694	0
353_narrative_title	0	FT911-4699	0
353_narrative_title	0	FT911-4700	0
353_narrative_title	0	FT911-4703	0
353_narrative_title	0	FT911-4709	0
353_narrative_title	0	FT911-4710	0
353_narrative_title	0	FT911-4712	0
353_narrative_title	0	FT911-4713	0
353_narrative_title	0	FT911-4714	0
353_narrative_title	0	FT911-4716	0
353_narrative_title	0	FT911-4717	0
353_narrative_title	0	FT911-4719	0
353_narrative_title	0	FT911-4745	0
353_narrative_title	0	FT911-4751	0
353_narrative_title	0	FT911-4759	0
353_narrative_title	0	FT911-4768	0
353_narrative_title	0	FT911-4785	0
353_narrative_title	0	FT911-4804	0
353_narrative_title	0	FT911-4807	0
353_narrative_title	0	FT911-4812	0
353_narrative_title	0	FT911-4817	0
353_narrative_title	0	FT911-4821	0
353_narrative_title	0	FT911-4823	0
353_narrative_title	0	FT911-4826	0
353_narrative_title	0	FT911-4828	0
353_narrative_title	0	FT911-4831	0
353_narrative_title	0	FT911-4844	0
353_narrative_title	0	FT911-4846	0
353_narrative_title	0	FT911-4849	0
353_narrative_title	0	FT911-4865	0
353_narrative_title	0	FT911-4866	0
353_narrative_title	0	FT911-4874	0
353_narrative_title	0	FT911-4880	0
353_narrative_title	0	FT911-4892	0
353_narrative_title	0	FT911-4899	0
353_narrative_title	0	FT911-4913	0
353_narrative_title	0	FT911-4916	0
353_narrative_title	0	FT911-4917	0
353_narrative_title	0	FT911-4927	0
353_narrative_title	0	FT911-4932	0
353_narrative_title	0	FT911-4933	0
353_narrative_title	0	FT911-4934	0
353_narrative_title	0	FT911-4953	0
353_narrative_title	0	FT911-4964	0
353_narrative_title	0	FT911-4987	0
353_narrative_title	0	FT911-4988	0
353_narrative_title	0	FT911-4992	0
353_narrative_title	0	FT911-4993	0
353_narrative_title	0	FT911-4997	0
353_narrative_title	0	FT911-4998	0
353_narrative_title	0	FT911-5008	0
353_narrative_title	0	FT911-5010	0
353_narrative_title	0	FT911-5011	0
353_narrative_title	0	FT911-5023	0
353_narrative_title	0	FT911-5025	0
353_narrative_title	0	FT911-5032	0
353_narrative_title	0	FT911-5060	0
353_narrative_title	0	FT911-5093	0
353_narrative_title	0	FT911-5097	0
353_narrative_title	0	FT911-5110	0
353_narrative_title	0	FT911-5113	0
353_narrative_title	0	FT911-5115	0
353_narrative_title	0	FT911-5127	0
353_narrative_title	0	FT911-5137	0
353_narrative_title	0	FT911-5139	0
353_narrative_title	0	FT911-5146	0
353_narrative_title	0	FT911-5148	0
353_narrative_title	0	FT911-5149	0
353_narrative_title	0	FT911-5150	0
353_narrative_title	0	FT911-5151	0
353_narrative_title	0	FT911-5152	0
353_narrative_title	0	FT911-5157	0
353_narrative_title	0	FT911-5164	0
353_narrative_title	0	FT911-5165	0
353_narrative_title	0	FT911-5195	0
353_narrative_title	0	FT911-5200	0
353_narrative_title	0	FT911-5201	0
353_narrative_title	0	FT911-5202	0
353_narrative_title	0	FT911-5212	0
353_narrative_title	0	FT911-5224	0
353_narrative_title	0	FT911-5244	0
353_narrative_title	0	FT911-5250	0
353_narrative_title	0	FT911-5271	0
353_narrative_title	0	FT911-5272	0
353_narrative_title	0	FT911-5279	0
353_narrative_title	0	FT911-5288	0
353_narrative_title	0	FT911-5303	0
353_narrative_title	0	FT911-5304	0
353_narrative_title	0	FT911-5308	0
353_narrative_title	0	FT911-5311	0
353_narrative_title	0	FT911-5312	0
353_narrative_title	0	FT911-5321	0
353_narrative_title	0	FT911-5329	0
353_narrative_title	0	FT911-5351	0
353_narrative_title	0	FT911-5359	0
353_narrative_title	0	FT911-5361	0
353_narrative_title	0	FT911-5367	0
353_narrative_title	0	FT911-227	0
353_narrative_title	0	FT911-526	0
353_narrative_title	0	FT911-815	0
353_narrative_title	0	FT911-1236	0
353_narrative_title	0	FT911-1770	0
353_narrative_title	0	FT911-1814	0
353_narrative_title	0	FT911-2918	0
353_narrative_title	0	FT911-3479	0
353_narrative_title	0	FT911-4628	0
353_narrative_title	0	FT911-15	0
353_narrative_title	0	FT911-69	0
353_narrative_title	0	FT911-72	0
353_narrative_title	0	FT911-83	0
353_narrative_title	0	FT911-113	0
353_narrative_title	0	FT911-147	0
353_narrative_title	0	FT911-292	0
353_narrative_title	0	FT911-320	0
353_narrative_title	0	FT911-398	0
353_narrative_title	0	FT911-425	0
353_narrative_title	0	FT911-448	0
353_narrative_title	0	FT911-522	0
353_narrative_title	0	FT911-546	0
353_narrative_title	0	FT911-570	0
353_narrative_title	0	FT911-622	0
353_narrative_title	0	FT911-629	0
353_narrative_title	0	FT911-631	0
353_narrative_title	0	FT911-635	0
353_narrative_title	0	FT911-649	0
353_narrative_title	0	FT911-652	0
353_narrative_title	0	FT911-672	0
353_narrative_title	0	FT911-726	0
353_narrative_title	0	FT911-762	0
353_narrative_title	0	FT911-764	0
353_narrative_title	0	FT911-893	0
353_narrative_title	0	FT911-898	0
353_narrative_title	0	FT911-930	0
353_narrative_title	0	FT911-941	0
353_narrative_title	0	FT911-978	0
353_narrative_title	0	FT911-1010	0
353_narrative_title	0	FT911-1023	0
353_narrative_title	0	FT911-1027	0
353_narrative_title	0	FT911-1090	0
353_narrative_title	0	FT911-1100	0
353_narrative_title	0	FT911-1112	0
353_narrative_title	0	FT911-1117	0
353_narrative_title	0	FT911-1119	0
353_narrative_title	0	FT911-1126	0
353_narrative_title	0	FT911-1149	0
353_narrative_title	0	FT911-1171	0
353_narrative_title	0	FT911-1214	0
353_narrative_title	0	FT911-1224	0
353_narrative_title	0	FT911-1229	0
353_narrative_title	0	FT911-1231	0
353_narrative_title	0	FT911-1246	0
353_narrative_title	0	FT911-1277	0
353_narrative_title	0	FT911-1284	0
353_narrative_title	0	FT911-1313	0
353_narrative_title	0	FT911-1387	0
353_narrative_title	0	FT911-1457	0
353_narrative_title	0	FT911-1465	0
353_narrative_title	0	FT911-1533	0
353_narrative_title	0	FT911-1544	0
353_narrative_title	0	FT911-1580	0
353_narrative_title	0	FT911-1586	0
353_narrative_title	0	FT911-1599	0
353_narrative_title	0	FT911-1643	0
353_narrative_title	0	FT911-1670	0
353_narrative_title	0	FT911-1716	0
353_narrative_title	0	FT911-1758	0
353_narrative_title	0	FT911-1783	0
353_narrative_title	0	FT911-1786	0
353_narrative_title	0	FT911-1802	0
353_narrative_title	0	FT911-1854	0
353_narrative_title	0	FT911-1894	0
353_narrative_title	0	FT911-1922	0
353_narrative_title	0	FT911-1988	0
353_narrative_title	0	FT911-2001	0
353_narrative_title	0	FT911-2063	0
353_narrative_title	0	FT911-2090	0
353_narrative_title	0	FT911-2136	0
353_narrative_title	0	FT911-2137	0
353_narrative_title	0	FT911-2148	0
353_narrative_title	0	FT911-2155	0
353_narrative_title	0	FT911-2157	0
353_narrative_title	0	FT911-2158	0
353_narrative_title	0	FT911-2159	0
353_narrative_title	0	FT911-2182	0
353_narrative_title	0	FT911-2184	0
353_narrative_title	0	FT911-2188	0
353_narrative_title	0	FT911-2282	0
353_narrative_title	0	FT911-2308	0
353_narrative_title	0	FT911-2344	0
353_narrative_title	0	FT911-2348	0
353_narrative_title	0	FT911-2381	0
353_narrative_title	0	FT911-2390	0
353_narrative_title	0	FT911-2408	0
353_narrative_title	0	FT911-2409	0
353_narrative_title	0	FT911-2410	0
353_narrative_title	0	FT911-2413	0
353_narrative_title	0	FT911-2426	0
353_narrative_title	0	FT911-2531	0
353_narrative_title	0	FT911-2542	0
353_narrative_title	0	FT911-2571	0
353_narrative_title	0	FT911-2583	0
353_narrative_title	0	FT911-2678	0
353_narrative_title	0	FT911-2681	0
353_narrative_title	0	FT911-2730	0
353_narrative_title	0	FT911-2747	0
353_narrative_title	0	FT911-2755	0
353_narrative_title	0	FT911-2764	0
353_narrative_title	0	FT911-2845	0
353_narrative_title	0	FT911-2895	0
353_narrative_title	0	FT911-2910	0
353_narrative_title	0	FT911-2935	0
353_narrative_title	0	FT911-2963	0
353_narrative_title	0	FT911-2965	0
353_narrative_title	0	FT911-3076	0
353_narrative_title	0	FT911-3130	0
353_narrative_title	0	FT911-3174	0
353_narrative_title	0	FT911-3210	0
353_narrative_title	0	FT911-3224	0
353_narrative_title	0	FT911-3250	0
353_narrative_title	0	FT911-3263	0
353_narrative_title	0	FT911-3264	0
353_narrative_title	0	FT911-3268	0
353_narrative_title	0	FT911-3279	0
353_narrative_title	0	FT911-3295	0
353_narrative_title	0	FT911-3337	0
353_narrative_title	0	FT911-3374	0
353_narrative_title	0	FT911-3467	0
353_narrative_title	0	FT911-3474	0
353_narrative_title	0	FT911-3550	0
353_narrative_title	0	FT911-3650	0
353_narrative_title	0	FT911-3717	0
353_narrative_title	0	FT911-3736	0
353_narrative_title	0	FT911-3742	0
353_narrative_title	0	FT911-3749	0
353_narrative_title	0	FT911-3763	0
353_narrative_title	0	FT911-3766	0
353_narrative_title	0	FT911-3837	0
353_narrative_title	0	FT911-3875	0
353_narrative_title	0	FT911-3877	0
353_narrative_title	0	FT911-3879	0
353_narrative_title	0	FT911-3881	0
353_narrative_title	0	FT911-3883	0
353_narrative_title	0	FT911-3885	0
353_narrative_title	0	FT911-4000	0
353_narrative_title	0	FT911-4061	0
353_narrative_title	0	FT911-4146	0
353_narrative_title	0	FT911-4152	0
353_narrative_title	0	FT911-4242	0
353_narrative_title	0	FT911-4290	0
353_narrative_title	0	FT911-4323	0
353_narrative_title	0	FT911-4333	0
353_narrative_title	0	FT911-4346	0
353_narrative_title	0	FT911-4364	0
353_narrative_title	0	FT911-4415	0
353_narrative_title	0	FT911-4438	0
353_narrative_title	0	FT911-4443	0
353_narrative_title	0	FT911-4537	0
353_narrative_title	0	FT911-4541	0
353_narrative_title	0	FT911-4557	0
353_narrative_title	0	FT911-4576	0
353_narrative_title	0	FT911-4578	0
353_narrative_title	0	FT911-4592	0
353_narrative_title	0	FT911-4596	0
353_narrative_title	0	FT911-4605	0
353_narrative_title	0	FT911-4607	0
353_narrative_title	0	FT911-4758	0
353_narrative_title	0	FT911-4777	0
353_narrative_title	0	FT911-4819	0
353_narrative_title	0	FT911-4843	0
353_narrative_title	0	FT911-4868	0
353_narrative_title	0	FT911-4870	0
353_narrative_title	0	FT911-4900	0
353_narrative_title	0	FT911-5016	0
353_narrative_title	0	FT911-5020	0
353_narrative_title	0	FT911-5039	0
353_narrative_title	0	FT911-5073	0
353_narrative_title	0	FT911-5083	0
353_narrative_title	0	FT911-5122	0
353_narrative_title	0	FT911-5131	0
353_narrative_title	0	FT911-5168	0
353_narrative_title	0	FT911-5277	0
353_narrative_title	0	FT911-77	0
353_narrative_title	0	FT911-166	0
353_narrative_title	0	FT911-242	0
353_narrative_title	0	FT911-388	0
353_narrative_title	0	FT911-579	0
353_narrative_title	0	FT911-580	0
353_narrative_title	0	FT911-588	0
353_narrative_title	0	FT911-740	0
353_narrative_title	0	FT911-741	0
353_narrative_title	0	FT911-745	0
353_narrative_title	0	FT911-839	0
353_narrative_title	0	FT911-931	0
353_narrative_title	0	FT911-1020	0
353_narrative_title	0	FT911-1068	0
353_narrative_title	0	FT911-1348	0
353_narrative_title	0	FT911-1537	0
353_narrative_title	0	FT911-1785	0
353_narrative_title	0	FT911-1846	0
353_narrative_title	0	FT911-1910	0
353_narrative_title	0	FT911-2025	0
353_narrative_title	0	FT911-2322	0
353_narrative_title	0	FT911-2676	0
353_narrative_title	0	FT911-2807	0
353_narrative_title	0	FT911-3025	0
353_narrative_title	0	FT911-3638	0
353_narrative_title	0	FT911-3958	0
353_narrative_title	0	FT911-3994	0
353_narrative_title	0	FT911-4175	0
353_narrative_title	0	FT911-4436	0
353_narrative_title	0	FT911-4755	0
353_narrative_title	0	FT911-4760	0
353_narrative_title	0	FT911-5254	0
353_narrative_title	0	FT911-5309	0
353_narrative_title	0	FT911-2653	0
353_narrative_title	0	FT911-3505	0
353_narrative_title	0	FT911-4562	0
353_narrative_title	0	FT911-4567	0
353_narrative_title	0	FT911-483	0
353_narrative_title	0	FT911-747	0
353_narrative_title	0	FT911-239	0
353_narrative_title	0	FT911-1685	0
353_narrative_title	0	FT911-3427	0
353_narrative_title	0	FT911-4081	0
353_narrative_title	0	FT911-524	0
353_narrative_title	0	FT911-4954	0
353_narrative_title	0	FT911-5094	0
353_narrative_title	0	FT911-174	0
353_narrative_title	0	FT911-219	0
353_narrative_title	0	FT911-349	0
353_narrative_title	0	FT911-449	0
353_narrative_title	0	FT911-587	0
353_narrative_title	0	FT911-634	0
353_narrative_title	0	FT911-878	0
353_narrative_title	0	FT911-882	0
353_narrative_title	0	FT911-921	0
353_narrative_title	0	FT911-960	0
353_narrative_title	0	FT911-966	0
353_narrative_title	0	FT911-1110	0
353_narrative_title	0	FT911-1178	0
353_narrative_title	0	FT911-1204	0
353_narrative_title	0	FT911-1421	0
353_narrative_title	0	FT911-1447	0
353_narrative_title	0	FT911-1541	0
353_narrative_title	0	FT911-1551	0
353_narrative_title	0	FT911-1589	0
353_narrative_title	0	FT911-1636	0
353_narrative_title	0	FT911-1683	0
353_narrative_title	0	FT911-1808	0
353_narrative_title	0	FT911-1905	0
353_narrative_title	0	FT911-1932	0
353_narrative_title	0	FT911-2058	0
353_narrative_title	0	FT911-2149	0
353_narrative_title	0	FT911-2181	0
353_narrative_title	0	FT911-2283	0
353_narrative_title	0	FT911-2321	0
353_narrative_title	0	FT911-2538	0
353_narrative_title	0	FT911-2593	0
353_narrative_title	0	FT911-2598	0
353_narrative_title	0	FT911-2724	0
353_narrative_title	0	FT911-3066	0
353_narrative_title	0	FT911-3086	0
353_narrative_title	0	FT911-3161	0
353_narrative_title	0	FT911-3193	0
353_narrative_title	0	FT911-3378	0
353_narrative_title	0	FT911-3480	0
353_narrative_title	0	FT911-3564	0
353_narrative_title	0	FT911-4065	0
353_narrative_title	0	FT911-4124	0
353_narrative_title	0	FT911-4250	0
353_narrative_title	0	FT911-4322	0
353_narrative_title	0	FT911-4430	0
353_narrative_title	0	FT911-4439	0
353_narrative_title	0	FT911-4543	0
353_narrative_title	0	FT911-4611	0
353_narrative_title	0	FT911-4670	0
353_narrative_title	0	FT911-4853	0
353_narrative_title	0	FT911-4920	0
353_narrative_title	0	FT911-4975	0
353_narrative_title	0	FT911-5044	0
353_narrative_title	0	FT911-5126	0
353_narrative_title	0	FT911-5155	0
353_narrative_title	0	FT911-5242	0
353_narrative_title	0	FT911-5338	0
353_narrative_title	0	FT911-5362	0
353_narrative_title	0	FT911-1660	0
353_narrative_title	0	FT911-445	0
353_narrative_title	0	FT911-2945	0
353_narrative_title	0	FT911-676	0
353_narrative_title	0	FT911-813	0
353_narrative_title	0	FT911-1129	0
353_narrative_title	0	FT911-2331	0
353_narrative_title	0	FT911-2852	0
353_narrative_title	0	FT911-2135	0
