TOPIC	DOCUMENT	UNIQUE#	COSINE_VALUE
352_narrative_title	FT911-4541	1999	0.014434962794333279
352_narrative_title	FT911-597	2000	0.014432773383598538
352_narrative_title	FT911-1106	2001	0.014419724168261868
352_narrative_title	FT911-2585	2002	0.014393604248747822
352_narrative_title	FT911-3899	2003	0.01438791523911337
352_narrative_title	FT911-3373	2004	0.014381003678556707
352_narrative_title	FT911-4391	2005	0.014378443131566868
352_narrative_title	FT911-5081	2006	0.014370732874328933
352_narrative_title	FT911-65	2007	0.014368210377244875
352_narrative_title	FT911-3158	2008	0.014361636569889638
352_narrative_title	FT911-2166	2009	0.014343257590301164
352_narrative_title	FT911-2591	2010	0.014333341753656444
352_narrative_title	FT911-4055	2011	0.014328212018830864
352_narrative_title	FT911-3182	2012	0.014321582650346271
352_narrative_title	FT911-5337	2013	0.014320549006741479
352_narrative_title	FT911-3953	2014	0.014319375675268125
352_narrative_title	FT911-3298	2015	0.014319325933699037
352_narrative_title	FT911-1018	2016	0.014316974776212976
352_narrative_title	FT911-1955	2017	0.014304664519516655
352_narrative_title	FT911-309	2018	0.014296283239292648
352_narrative_title	FT911-54	2019	0.014275752370390866
352_narrative_title	FT911-997	2020	0.014244454488788225
352_narrative_title	FT911-3267	2021	0.01421540260652347
352_narrative_title	FT911-1157	2022	0.014210697981116347
352_narrative_title	FT911-4553	2023	0.01419852230412262
352_narrative_title	FT911-3329	2024	0.014197824190017224
352_narrative_title	FT911-3154	2025	0.01418448166050398
352_narrative_title	FT911-2656	2026	0.014175671217143535
352_narrative_title	FT911-1118	2027	0.014165931339631356
352_narrative_title	FT911-3473	2028	0.014162542808558932
352_narrative_title	FT911-1727	2029	0.014123899411314608
352_narrative_title	FT911-5017	2030	0.014116203056391052
352_narrative_title	FT911-1261	2031	0.01410543988204549
352_narrative_title	FT911-1513	2032	0.014097165281132557
352_narrative_title	FT911-1027	2033	0.014096056483977052
352_narrative_title	FT911-5076	2034	0.014089131949941798
352_narrative_title	FT911-1890	2035	0.014085234329789956
352_narrative_title	FT911-5274	2036	0.014063891444676914
352_narrative_title	FT911-4789	2037	0.014063469302546452
352_narrative_title	FT911-2507	2038	0.014054122725826878
352_narrative_title	FT911-4516	2039	0.01404649390744707
352_narrative_title	FT911-3352	2040	0.014041929773543967
352_narrative_title	FT911-1760	2041	0.01403678131667262
352_narrative_title	FT911-3359	2042	0.014035833477584086
352_narrative_title	FT911-4753	2043	0.01402271015542521
352_narrative_title	FT911-2125	2044	0.014018174295789013
352_narrative_title	FT911-2966	2045	0.014012169271218525
352_narrative_title	FT911-3038	2046	0.014000968211314864
352_narrative_title	FT911-789	2047	0.013996084195149359
352_narrative_title	FT911-4903	2048	0.013980243413096567
352_narrative_title	FT911-2162	2049	0.013978364833372108
352_narrative_title	FT911-811	2050	0.013968500583798258
352_narrative_title	FT911-753	2051	0.013953835550392462
352_narrative_title	FT911-959	2052	0.013952444973597175
352_narrative_title	FT911-5282	2053	0.013952052178250842
352_narrative_title	FT911-2231	2054	0.013927136672327355
352_narrative_title	FT911-2403	2055	0.013912507795348432
352_narrative_title	FT911-928	2056	0.013903173639969194
352_narrative_title	FT911-4091	2057	0.013902681341491464
352_narrative_title	FT911-4967	2058	0.013900532903136786
352_narrative_title	FT911-2336	2059	0.013896142239254694
352_narrative_title	FT911-389	2060	0.013894374396433894
352_narrative_title	FT911-3658	2061	0.01388471522060057
352_narrative_title	FT911-1301	2062	0.013881467672976981
352_narrative_title	FT911-4016	2063	0.013878758750383536
352_narrative_title	FT911-2689	2064	0.013878590750667356
352_narrative_title	FT911-4368	2065	0.013864555294580907
352_narrative_title	FT911-373	2066	0.013851144768044553
352_narrative_title	FT911-2259	2067	0.013850227453484236
352_narrative_title	FT911-1240	2068	0.013844566825683644
352_narrative_title	FT911-493	2069	0.01384441983550508
352_narrative_title	FT911-3642	2070	0.013839559121003856
352_narrative_title	FT911-2452	2071	0.013835492778840804
352_narrative_title	FT911-3415	2072	0.013831358849067927
352_narrative_title	FT911-5075	2073	0.013821447657825225
352_narrative_title	FT911-3302	2074	0.013813431861792538
352_narrative_title	FT911-5086	2075	0.01380730743429628
352_narrative_title	FT911-1994	2076	0.013803719505969732
352_narrative_title	FT911-3383	2077	0.01380015934392616
352_narrative_title	FT911-2683	2078	0.0137959659013878
352_narrative_title	FT911-3891	2079	0.013793928895880799
352_narrative_title	FT911-2217	2080	0.013776569917490615
352_narrative_title	FT911-3439	2081	0.013749192705950592
352_narrative_title	FT911-585	2082	0.013747681430981488
352_narrative_title	FT911-1226	2083	0.013743969728561971
352_narrative_title	FT911-3975	2084	0.013742948981621532
352_narrative_title	FT911-3249	2085	0.013742686335938739
352_narrative_title	FT911-2230	2086	0.01373908992083571
352_narrative_title	FT911-4173	2087	0.013738344743272504
352_narrative_title	FT911-5272	2088	0.013709174556778425
352_narrative_title	FT911-1382	2089	0.013704971239357624
352_narrative_title	FT911-4253	2090	0.01370102549270355
352_narrative_title	FT911-3197	2091	0.013694031399442171
352_narrative_title	FT911-1757	2092	0.013682523808986812
352_narrative_title	FT911-4775	2093	0.013682170360229416
352_narrative_title	FT911-3338	2094	0.013681150880059207
352_narrative_title	FT911-4744	2095	0.013673458837107346
352_narrative_title	FT911-3961	2096	0.01364679334839977
352_narrative_title	FT911-892	2097	0.01364395946073002
352_narrative_title	FT911-2662	2098	0.013641216386777932
352_narrative_title	FT911-2503	2099	0.013639997102995141
352_narrative_title	FT911-4005	2100	0.01363656895883619
352_narrative_title	FT911-2282	2101	0.013623599678093188
352_narrative_title	FT911-1308	2102	0.013617953337634235
352_narrative_title	FT911-2088	2103	0.013611449654765769
352_narrative_title	FT911-3744	2104	0.013608040559369728
352_narrative_title	FT911-4205	2105	0.013607693403305112
352_narrative_title	FT911-1440	2106	0.013590886965217609
352_narrative_title	FT911-4096	2107	0.01357508116987738
352_narrative_title	FT911-41	2108	0.013570278008592992
352_narrative_title	FT911-5333	2109	0.01356483814192731
352_narrative_title	FT911-2185	2110	0.013553732251325352
352_narrative_title	FT911-542	2111	0.013546195272509711
352_narrative_title	FT911-1218	2112	0.013544884916520011
352_narrative_title	FT911-4836	2113	0.013533944745567177
352_narrative_title	FT911-264	2114	0.013509225277700336
352_narrative_title	FT911-4132	2115	0.013489539148832518
352_narrative_title	FT911-5006	2116	0.01348672228283152
352_narrative_title	FT911-3217	2117	0.013486325801144334
352_narrative_title	FT911-400	2118	0.013484064536807124
352_narrative_title	FT911-3966	2119	0.01347695915986198
352_narrative_title	FT911-4274	2120	0.013472635243351612
352_narrative_title	FT911-4905	2121	0.013472034382636104
352_narrative_title	FT911-1652	2122	0.01346773530548121
352_narrative_title	FT911-3418	2123	0.013466753394969583
352_narrative_title	FT911-4873	2124	0.013463206458235358
352_narrative_title	FT911-3589	2125	0.013459984079300734
352_narrative_title	FT911-2301	2126	0.013433113950008433
352_narrative_title	FT911-2163	2127	0.013422500286773928
352_narrative_title	FT911-5280	2128	0.013421123477693213
352_narrative_title	FT911-2576	2129	0.013410671395180668
352_narrative_title	FT911-3171	2130	0.01340951805129361
352_narrative_title	FT911-2270	2131	0.013402435632212757
352_narrative_title	FT911-1534	2132	0.01339975387127698
352_narrative_title	FT911-367	2133	0.013391535885148504
352_narrative_title	FT911-5217	2134	0.01339137363321671
352_narrative_title	FT911-505	2135	0.013387388154626282
352_narrative_title	FT911-1429	2136	0.013374675818286696
352_narrative_title	FT911-2853	2137	0.01336060550135002
352_narrative_title	FT911-1425	2138	0.01335706255623343
352_narrative_title	FT911-3857	2139	0.013356485739269768
352_narrative_title	FT911-250	2140	0.013337932749263561
352_narrative_title	FT911-2528	2141	0.013333857886644828
352_narrative_title	FT911-1352	2142	0.013331885932681576
352_narrative_title	FT911-3444	2143	0.013330438447943427
352_narrative_title	FT911-590	2144	0.013328675885028838
352_narrative_title	FT911-3260	2145	0.013299645348170047
352_narrative_title	FT911-3606	2146	0.013298375022646088
352_narrative_title	FT911-1493	2147	0.01329381695954187
352_narrative_title	FT911-1883	2148	0.013289507651514924
352_narrative_title	FT911-107	2149	0.013287954949419513
352_narrative_title	FT911-4987	2150	0.013282901628714972
352_narrative_title	FT911-4010	2151	0.013272634114380646
352_narrative_title	FT911-4980	2152	0.013258798353799433
352_narrative_title	FT911-3531	2153	0.013235978582686254
352_narrative_title	FT911-2791	2154	0.013217011891327127
352_narrative_title	FT911-2594	2155	0.013215422735592073
352_narrative_title	FT911-3127	2156	0.013192661545696363
352_narrative_title	FT911-2470	2157	0.013191866694833099
352_narrative_title	FT911-4302	2158	0.013184782639764319
352_narrative_title	FT911-5207	2159	0.0131755620848112
352_narrative_title	FT911-4647	2160	0.013173481241188853
352_narrative_title	FT911-3626	2161	0.013149312788110124
352_narrative_title	FT911-3585	2162	0.01311892179879855
352_narrative_title	FT911-936	2163	0.013079173398500784
352_narrative_title	FT911-3734	2164	0.013078886473077766
352_narrative_title	FT911-3144	2165	0.013078860050069257
352_narrative_title	FT911-4029	2166	0.013069547935609205
352_narrative_title	FT911-5292	2167	0.013061133896341177
352_narrative_title	FT911-4353	2168	0.013028688543935298
352_narrative_title	FT911-663	2169	0.01302406605656139
352_narrative_title	FT911-4356	2170	0.013021306860723923
352_narrative_title	FT911-3067	2171	0.01300643343113095
352_narrative_title	FT911-2954	2172	0.013006420786347157
352_narrative_title	FT911-1973	2173	0.01300504725752768
352_narrative_title	FT911-3969	2174	0.01299846923340951
352_narrative_title	FT911-3597	2175	0.012984331690128227
352_narrative_title	FT911-475	2176	0.012977977025501611
352_narrative_title	FT911-5206	2177	0.012975571117477713
352_narrative_title	FT911-4109	2178	0.012974493060945854
352_narrative_title	FT911-3002	2179	0.012958272716410297
352_narrative_title	FT911-3525	2180	0.012957258683120918
352_narrative_title	FT911-2308	2181	0.012952462169293303
352_narrative_title	FT911-2041	2182	0.012949689976275987
352_narrative_title	FT911-4862	2183	0.012944669529565243
352_narrative_title	FT911-2260	2184	0.012924187389386065
352_narrative_title	FT911-3878	2185	0.012920358496939368
352_narrative_title	FT911-2209	2186	0.012911698716785951
352_narrative_title	FT911-2519	2187	0.012901784075249124
352_narrative_title	FT911-5176	2188	0.01289900172429481
352_narrative_title	FT911-3458	2189	0.012882052007671658
352_narrative_title	FT911-2845	2190	0.012880255825084392
352_narrative_title	FT911-1742	2191	0.012872679316907528
352_narrative_title	FT911-2753	2192	0.012869943484524532
352_narrative_title	FT911-2516	2193	0.012857734962420136
352_narrative_title	FT911-2144	2194	0.01283510233911695
352_narrative_title	FT911-1698	2195	0.012814845141756487
352_narrative_title	FT911-360	2196	0.012810962560324813
352_narrative_title	FT911-1017	2197	0.012801027003103224
352_narrative_title	FT911-3152	2198	0.012783612569466836
352_narrative_title	FT911-5109	2199	0.012780413498962794
352_narrative_title	FT911-4974	2200	0.012778861347374902
352_narrative_title	FT911-1254	2201	0.012776371268154186
352_narrative_title	FT911-5104	2202	0.012769476835468077
352_narrative_title	FT911-4200	2203	0.012766977248225047
352_narrative_title	FT911-3851	2204	0.012766024336444108
352_narrative_title	FT911-3369	2205	0.01276499868931247
352_narrative_title	FT911-760	2206	0.0127580086368022
352_narrative_title	FT911-92	2207	0.01274903776723928
352_narrative_title	FT911-2655	2208	0.012713318362965307
352_narrative_title	FT911-925	2209	0.012686746710302593
352_narrative_title	FT911-2731	2210	0.012653714025351297
352_narrative_title	FT911-3294	2211	0.01265238855507467
352_narrative_title	FT911-1577	2212	0.012648344750660448
352_narrative_title	FT911-4106	2213	0.012648274842744483
352_narrative_title	FT911-3640	2214	0.012647887470620385
352_narrative_title	FT911-1789	2215	0.0126461395430396
352_narrative_title	FT911-4678	2216	0.012642169505801494
352_narrative_title	FT911-1045	2217	0.01264061090811735
352_narrative_title	FT911-3811	2218	0.012630517825551397
352_narrative_title	FT911-2024	2219	0.012628833423531874
352_narrative_title	FT911-4369	2220	0.01262853615166575
352_narrative_title	FT911-4192	2221	0.012621359215567658
352_narrative_title	FT911-249	2222	0.012618469080463032
352_narrative_title	FT911-2366	2223	0.012615286105186956
352_narrative_title	FT911-2148	2224	0.012600073403129542
352_narrative_title	FT911-1663	2225	0.012592659539953473
352_narrative_title	FT911-4365	2226	0.012587351102286521
352_narrative_title	FT911-747	2227	0.01257778432298717
352_narrative_title	FT911-1949	2228	0.012570693814223297
352_narrative_title	FT911-1653	2229	0.012562726889562057
352_narrative_title	FT911-4174	2230	0.012542917899174217
352_narrative_title	FT911-2278	2231	0.012523791235837696
352_narrative_title	FT911-2221	2232	0.012517549771333854
352_narrative_title	FT911-1959	2233	0.012517525164963971
352_narrative_title	FT911-3854	2234	0.012515701380358915
352_narrative_title	FT911-1598	2235	0.012509353983851553
352_narrative_title	FT911-942	2236	0.012500167257674727
352_narrative_title	FT911-1767	2237	0.012485840748222222
352_narrative_title	FT911-5285	2238	0.01248554543046349
352_narrative_title	FT911-4849	2239	0.012480423360711635
352_narrative_title	FT911-5036	2240	0.012479457590321643
352_narrative_title	FT911-795	2241	0.012475228031405512
352_narrative_title	FT911-3422	2242	0.012469363018653003
352_narrative_title	FT911-5316	2243	0.012462750160446085
352_narrative_title	FT911-2784	2244	0.012458184078533463
352_narrative_title	FT911-1298	2245	0.01243273580179285
352_narrative_title	FT911-3015	2246	0.012425966658809186
352_narrative_title	FT911-67	2247	0.012425194613494301
352_narrative_title	FT911-924	2248	0.012413919284955015
352_narrative_title	FT911-2098	2249	0.01240397827741733
352_narrative_title	FT911-4014	2250	0.012397784160380586
352_narrative_title	FT911-3194	2251	0.012382408925314455
352_narrative_title	FT911-1044	2252	0.012381299471333799
352_narrative_title	FT911-1876	2253	0.012373644369077983
352_narrative_title	FT911-799	2254	0.012368090665156862
352_narrative_title	FT911-2473	2255	0.012360248652797579
352_narrative_title	FT911-4003	2256	0.012355985501945263
352_narrative_title	FT911-212	2257	0.012342622898733887
352_narrative_title	FT911-3003	2258	0.012341188273178507
352_narrative_title	FT911-2881	2259	0.012330695519670767
352_narrative_title	FT911-1245	2260	0.012317964346531004
352_narrative_title	FT911-1397	2261	0.01229963060897452
352_narrative_title	FT911-2611	2262	0.012291360785830546
352_narrative_title	FT911-4501	2263	0.012285078408143139
352_narrative_title	FT911-4971	2264	0.012282699895315647
352_narrative_title	FT911-2008	2265	0.01227929297334578
352_narrative_title	FT911-2961	2266	0.01226945113103029
352_narrative_title	FT911-500	2267	0.012260510801819051
352_narrative_title	FT911-3633	2268	0.012259605842610896
352_narrative_title	FT911-4909	2269	0.012254944397397936
352_narrative_title	FT911-4563	2270	0.012243655114599718
352_narrative_title	FT911-1680	2271	0.012225042104246442
352_narrative_title	FT911-3071	2272	0.012224777363210112
352_narrative_title	FT911-3956	2273	0.0122246947552506
352_narrative_title	FT911-3713	2274	0.012218745550901714
352_narrative_title	FT911-1664	2275	0.012212993609324837
352_narrative_title	FT911-3600	2276	0.012212951382823353
352_narrative_title	FT911-1208	2277	0.012212193682007176
352_narrative_title	FT911-5049	2278	0.012208343430877877
352_narrative_title	FT911-1945	2279	0.012194665965267922
352_narrative_title	FT911-1518	2280	0.012184415889381638
352_narrative_title	FT911-2729	2281	0.012182696775610605
352_narrative_title	FT911-3196	2282	0.012182386726002635
352_narrative_title	FT911-2568	2283	0.012167773169789986
352_narrative_title	FT911-1154	2284	0.012161094000244238
352_narrative_title	FT911-2450	2285	0.012125413554094713
352_narrative_title	FT911-2538	2286	0.01211845787495293
352_narrative_title	FT911-2894	2287	0.012112050903659384
352_narrative_title	FT911-1069	2288	0.012101612905618722
352_narrative_title	FT911-4259	2289	0.012091023254284516
352_narrative_title	FT911-4866	2290	0.01206168925760058
352_narrative_title	FT911-711	2291	0.01205778773979654
352_narrative_title	FT911-3603	2292	0.012038516416582233
352_narrative_title	FT911-1230	2293	0.012035423652823316
352_narrative_title	FT911-4336	2294	0.012034708388901708
352_narrative_title	FT911-1228	2295	0.012024863315704045
352_narrative_title	FT911-372	2296	0.011990168993892984
352_narrative_title	FT911-1952	2297	0.01198340473461348
352_narrative_title	FT911-4431	2298	0.01197302866136519
352_narrative_title	FT911-1303	2299	0.01196999611647328
352_narrative_title	FT911-3582	2300	0.011964174366654102
352_narrative_title	FT911-4194	2301	0.011957530790512219
352_narrative_title	FT911-1929	2302	0.011956269025453568
352_narrative_title	FT911-4383	2303	0.011952301638675406
352_narrative_title	FT911-2484	2304	0.011949558210028244
352_narrative_title	FT911-3716	2305	0.0119398741734685
352_narrative_title	FT911-4478	2306	0.011918538028079321
352_narrative_title	FT911-2013	2307	0.011895697035847606
352_narrative_title	FT911-2536	2308	0.011868214732110471
352_narrative_title	FT911-2291	2309	0.011867292126705042
352_narrative_title	FT911-150	2310	0.011862768650345785
352_narrative_title	FT911-3045	2311	0.011859403944265962
352_narrative_title	FT911-2446	2312	0.01184875757482182
352_narrative_title	FT911-4386	2313	0.011838398689949008
352_narrative_title	FT911-2042	2314	0.011838017306958864
352_narrative_title	FT911-832	2315	0.01183031940653832
352_narrative_title	FT911-2304	2316	0.011821620327140831
352_narrative_title	FT911-4865	2317	0.01181044891218246
352_narrative_title	FT911-3366	2318	0.011805394709636026
352_narrative_title	FT911-3762	2319	0.011777474191545822
352_narrative_title	FT911-3398	2320	0.011769132094431175
352_narrative_title	FT911-487	2321	0.011764911984441255
352_narrative_title	FT911-2962	2322	0.011740749991505749
352_narrative_title	FT911-1478	2323	0.011737865931689578
352_narrative_title	FT911-3896	2324	0.011720684003542203
352_narrative_title	FT911-4989	2325	0.011715524991677538
352_narrative_title	FT911-3808	2326	0.011710660613589092
352_narrative_title	FT911-1863	2327	0.011703685734773612
352_narrative_title	FT911-4047	2328	0.011699435601117506
352_narrative_title	FT911-1177	2329	0.011687509073178127
352_narrative_title	FT911-877	2330	0.011687318188161227
352_narrative_title	FT911-2048	2331	0.011653588406503119
352_narrative_title	FT911-1327	2332	0.011643493135189404
352_narrative_title	FT911-5050	2333	0.011628711171563066
352_narrative_title	FT911-2094	2334	0.011602607328662029
352_narrative_title	FT911-3017	2335	0.0115989281205266
352_narrative_title	FT911-3852	2336	0.01159843409937482
352_narrative_title	FT911-4358	2337	0.01158796194372754
352_narrative_title	FT911-624	2338	0.011582164722314391
352_narrative_title	FT911-1593	2339	0.011574933172998953
352_narrative_title	FT911-4942	2340	0.011571955874804253
352_narrative_title	FT911-2543	2341	0.011550252498213367
352_narrative_title	FT911-444	2342	0.011548406540936024
352_narrative_title	FT911-5350	2343	0.011548220962062431
352_narrative_title	FT911-2992	2344	0.011547413366424699
352_narrative_title	FT911-660	2345	0.011545436153774402
352_narrative_title	FT911-1055	2346	0.011533967261798539
352_narrative_title	FT911-3189	2347	0.01153192943179969
352_narrative_title	FT911-4320	2348	0.011522360430020907
352_narrative_title	FT911-1707	2349	0.011506627358861803
352_narrative_title	FT911-2818	2350	0.011503872010762325
352_narrative_title	FT911-2527	2351	0.011490616379579575
352_narrative_title	FT911-2922	2352	0.011488034443344014
352_narrative_title	FT911-1135	2353	0.011465634635413793
352_narrative_title	FT911-1438	2354	0.011464030356584146
352_narrative_title	FT911-829	2355	0.011462423158058713
352_narrative_title	FT911-3212	2356	0.011461747755271399
352_narrative_title	FT911-499	2357	0.011457765155105683
352_narrative_title	FT911-4860	2358	0.011456474509303755
352_narrative_title	FT911-3661	2359	0.011449551865887714
352_narrative_title	FT911-84	2360	0.011446375137894265
352_narrative_title	FT911-2068	2361	0.01142441924409079
352_narrative_title	FT911-2737	2362	0.011421982223228622
352_narrative_title	FT911-176	2363	0.011419704452560657
352_narrative_title	FT911-1008	2364	0.011410473514177311
352_narrative_title	FT911-2089	2365	0.011404654338878627
352_narrative_title	FT911-2234	2366	0.011404654338878627
352_narrative_title	FT911-5359	2367	0.01139818127363663
352_narrative_title	FT911-1084	2368	0.01138778595430618
352_narrative_title	FT911-3608	2369	0.01138329768787205
352_narrative_title	FT911-510	2370	0.011382520849687782
352_narrative_title	FT911-103	2371	0.011375463587914178
352_narrative_title	FT911-5192	2372	0.011371504456960446
352_narrative_title	FT911-2132	2373	0.011367135989724575
352_narrative_title	FT911-5148	2374	0.01136347277623774
352_narrative_title	FT911-901	2375	0.011338066432114926
352_narrative_title	FT911-1423	2376	0.011327079931261494
352_narrative_title	FT911-301	2377	0.011326679137166878
352_narrative_title	FT911-1781	2378	0.01132106903408568
352_narrative_title	FT911-3730	2379	0.011319648050109458
352_narrative_title	FT911-4869	2380	0.011308032923390911
352_narrative_title	FT911-2715	2381	0.011301640959053928
352_narrative_title	FT911-1648	2382	0.011294430929634069
352_narrative_title	FT911-4379	2383	0.011293737129659386
352_narrative_title	FT911-3301	2384	0.011289972137146208
352_narrative_title	FT911-3237	2385	0.011276221362903547
352_narrative_title	FT911-2770	2386	0.011267684608030584
352_narrative_title	FT911-2619	2387	0.011262404521634479
352_narrative_title	FT911-826	2388	0.011260909667694306
352_narrative_title	FT911-2051	2389	0.01125796507002983
352_narrative_title	FT911-5088	2390	0.011246072659985942
352_narrative_title	FT911-2074	2391	0.01124327755615084
352_narrative_title	FT911-5082	2392	0.011234373557629693
352_narrative_title	FT911-4785	2393	0.01123430510177267
352_narrative_title	FT911-188	2394	0.01122660056399856
352_narrative_title	FT911-4202	2395	0.011225976251640018
352_narrative_title	FT911-1558	2396	0.011225966675368411
352_narrative_title	FT911-1775	2397	0.011221397080879877
352_narrative_title	FT911-3760	2398	0.011216268025598001
352_narrative_title	FT911-470	2399	0.011206386827905087
352_narrative_title	FT911-5129	2400	0.011204127852386446
352_narrative_title	FT911-4112	2401	0.011199003127160132
352_narrative_title	FT911-1474	2402	0.011197339780424425
352_narrative_title	FT911-2846	2403	0.011187937619722428
352_narrative_title	FT911-4829	2404	0.011178249109637366
352_narrative_title	FT911-2202	2405	0.011172847644173513
352_narrative_title	FT911-5365	2406	0.011171264917991934
352_narrative_title	FT911-5071	2407	0.011165904820768574
352_narrative_title	FT911-81	2408	0.011148521146998644
352_narrative_title	FT911-1583	2409	0.011138108307295544
352_narrative_title	FT911-3060	2410	0.011136916453372498
352_narrative_title	FT911-145	2411	0.011130856177802791
352_narrative_title	FT911-171	2412	0.011129072956563605
352_narrative_title	FT911-3122	2413	0.011125655986967872
352_narrative_title	FT911-2857	2414	0.011117403692964024
352_narrative_title	FT911-1815	2415	0.011110542855715149
352_narrative_title	FT911-5214	2416	0.011103000650280798
352_narrative_title	FT911-4532	2417	0.011100658835147246
352_narrative_title	FT911-3099	2418	0.011096544002813508
352_narrative_title	FT911-3691	2419	0.011087984087095349
352_narrative_title	FT911-5305	2420	0.011085582122661376
352_narrative_title	FT911-466	2421	0.01107286405461639
352_narrative_title	FT911-1555	2422	0.011070126140327022
352_narrative_title	FT911-3841	2423	0.011068949629949887
352_narrative_title	FT911-2742	2424	0.01106253699051134
352_narrative_title	FT911-5268	2425	0.011050257613346581
352_narrative_title	FT911-3112	2426	0.011048025395252374
352_narrative_title	FT911-1346	2427	0.011037805727730566
352_narrative_title	FT911-502	2428	0.01102742785501597
352_narrative_title	FT911-2169	2429	0.011026858168580123
352_narrative_title	FT911-2819	2430	0.011020962835646428
352_narrative_title	FT911-290	2431	0.011010974044201755
352_narrative_title	FT911-4661	2432	0.011010906169434514
352_narrative_title	FT911-4590	2433	0.011009265700752509
352_narrative_title	FT911-4522	2434	0.011005592307134228
352_narrative_title	FT911-4388	2435	0.011004822648637825
352_narrative_title	FT911-2083	2436	0.011004105929126108
352_narrative_title	FT911-2414	2437	0.010981426514695651
352_narrative_title	FT911-4503	2438	0.010980365771039016
352_narrative_title	FT911-357	2439	0.010977789451349326
352_narrative_title	FT911-2086	2440	0.010962182900186562
352_narrative_title	FT911-2341	2441	0.010947768892596
352_narrative_title	FT911-1115	2442	0.010934647025426632
352_narrative_title	FT911-2917	2443	0.01092633215306614
352_narrative_title	FT911-3815	2444	0.010918775383858334
352_narrative_title	FT911-3198	2445	0.010914283072614103
352_narrative_title	FT911-3355	2446	0.010897618195722894
352_narrative_title	FT911-68	2447	0.010897308088669237
352_narrative_title	FT911-4796	2448	0.010890462868265349
352_narrative_title	FT911-3270	2449	0.01087879309980233
352_narrative_title	FT911-361	2450	0.01085797204640723
352_narrative_title	FT911-1947	2451	0.010854920333276378
352_narrative_title	FT911-2498	2452	0.010828821520393755
352_narrative_title	FT911-3826	2453	0.01082492448921449
352_narrative_title	FT911-4177	2454	0.010824185415583165
352_narrative_title	FT911-4313	2455	0.010819176062605225
352_narrative_title	FT911-350	2456	0.010804623325284719
352_narrative_title	FT911-5157	2457	0.010785713847313135
352_narrative_title	FT911-1726	2458	0.010779463952518558
352_narrative_title	FT911-3670	2459	0.010773786028289916
352_narrative_title	FT911-3967	2460	0.010772599915427412
352_narrative_title	FT911-4505	2461	0.010765958953581733
352_narrative_title	FT911-4073	2462	0.010761481941581275
352_narrative_title	FT911-3542	2463	0.010745128483804423
352_narrative_title	FT911-2080	2464	0.010725642757113987
352_narrative_title	FT911-4746	2465	0.010721005191094146
352_narrative_title	FT911-1475	2466	0.01071388846561941
352_narrative_title	FT911-4469	2467	0.010711866603100464
352_narrative_title	FT911-3506	2468	0.01070099555791042
352_narrative_title	FT911-4449	2469	0.010694834432144218
352_narrative_title	FT911-1928	2470	0.010677824977500798
352_narrative_title	FT911-1771	2471	0.010677774705904008
352_narrative_title	FT911-1266	2472	0.010672095416631127
352_narrative_title	FT911-2165	2473	0.010668173653197088
352_narrative_title	FT911-2867	2474	0.0106651908090959
352_narrative_title	FT911-4450	2475	0.010658903335164102
352_narrative_title	FT911-310	2476	0.010647029971175443
352_narrative_title	FT911-2997	2477	0.010641905673006059
352_narrative_title	FT911-4221	2478	0.010636705216792268
352_narrative_title	FT911-2143	2479	0.010634505796554977
352_narrative_title	FT911-3500	2480	0.010630362360205611
352_narrative_title	FT911-2253	2481	0.010628482059081311
352_narrative_title	FT911-881	2482	0.010623221669230262
352_narrative_title	FT911-115	2483	0.010618411099031133
352_narrative_title	FT911-5143	2484	0.010615510585211107
352_narrative_title	FT911-2958	2485	0.010589117133383032
352_narrative_title	FT911-2942	2486	0.010568460828210493
352_narrative_title	FT911-3563	2487	0.010564402842563872
352_narrative_title	FT911-2256	2488	0.010558316799845771
352_narrative_title	FT911-847	2489	0.010541184031816355
352_narrative_title	FT911-5184	2490	0.010527682981328999
352_narrative_title	FT911-287	2491	0.010524835374885515
352_narrative_title	FT911-4455	2492	0.01052077367048778
352_narrative_title	FT911-531	2493	0.01051829755312932
352_narrative_title	FT911-2587	2494	0.010516924618500798
352_narrative_title	FT911-1790	2495	0.010516850526124753
352_narrative_title	FT911-3231	2496	0.010513762013711911
352_narrative_title	FT911-1579	2497	0.010513558159781394
352_narrative_title	FT911-3186	2498	0.010512945821480811
352_narrative_title	FT911-2743	2499	0.010510162243613766
352_narrative_title	FT911-5235	2500	0.01050835610782532
352_narrative_title	FT911-1480	2501	0.010503684042817516
352_narrative_title	FT911-2464	2502	0.010494831048537608
352_narrative_title	FT911-1137	2503	0.010485892992299283
352_narrative_title	FT911-3889	2504	0.010468278871895356
352_narrative_title	FT911-3031	2505	0.010463142140734901
352_narrative_title	FT911-4572	2506	0.010459347241242171
352_narrative_title	FT911-3653	2507	0.010451598835461994
352_narrative_title	FT911-4725	2508	0.010449458460937417
352_narrative_title	FT911-5358	2509	0.01044216473092409
352_narrative_title	FT911-4004	2510	0.010438632169245284
352_narrative_title	FT911-4184	2511	0.01042924980585538
352_narrative_title	FT911-2813	2512	0.010426580291050203
352_narrative_title	FT911-80	2513	0.010411536419128257
352_narrative_title	FT911-4142	2514	0.010408703727834699
352_narrative_title	FT911-3308	2515	0.010407737665319739
352_narrative_title	FT911-4594	2516	0.010403727948778512
352_narrative_title	FT911-2967	2517	0.010397627068839841
352_narrative_title	FT911-970	2518	0.010397401701489688
